PRR13	0.839	0.78081469	0.678	0.78081469	0.963	0.914	NA	Enterocyte	PRR13
SMIM24	0.838	1.983824872	0.676	1.983824872	0.803	0.401	NA	Enterocyte	SMIM24
DPEP1	0.834	2.134156131	0.668	2.134156131	0.748	0.242	NA	Enterocyte	DPEP1
SULT1A1	0.833	1.015155044	0.666	1.015155044	0.853	0.544	NA	Enterocyte	SULT1A1
LINC01133	0.833	1.002858909	0.666	1.002858909	0.829	0.411	NA	Enterocyte	LINC01133
MALAT1	0.833	0.660406244	0.666	0.660406244	1	1	NA	Enterocyte	MALAT1
NEAT1	0.832	0.814261788	0.664	0.814261788	0.993	0.985	NA	Enterocyte	NEAT1
ATP1A1	0.831	0.828321782	0.662	0.828321782	0.966	0.911	NA	Enterocyte	ATP1A1
SGK1	0.829	1.171502425	0.658	1.171502425	0.757	0.22	NA	Enterocyte	SGK1
HLA-DRB1	0.828	1.481565038	0.656	1.481565038	0.806	0.443	NA	Enterocyte	HLA-DRB1
HLA-DRA	0.827	1.88057951	0.654	1.88057951	0.787	0.419	NA	Enterocyte	HLA-DRA
RBP2	0.826	2.199036793	0.652	2.199036793	0.742	0.215	NA	Enterocyte	RBP2
CDKN2B-AS1	0.825	1.239451255	0.65	1.239451255	0.762	0.246	NA	Enterocyte	CDKN2B-AS1
ACE	0.824	1.450461678	0.648	1.450461678	0.736	0.231	NA	Enterocyte	ACE
TMIGD1	0.824	1.046892594	0.648	1.046892594	0.687	0.068	NA	Enterocyte	TMIGD1
PRSS3	0.822	0.747549097	0.644	0.747549097	0.94	0.806	NA	Enterocyte	PRSS3
GUCA2B	0.82	0.308533023	0.64	0.308533023	0.821	0.441	NA	Enterocyte	GUCA2B
APOB	0.819	1.786636567	0.638	1.786636567	0.683	0.095	NA	Enterocyte	APOB
B2M	0.819	0.793620916	0.638	0.793620916	1	1	NA	Enterocyte	B2M
APOC3	0.817	2.966849064	0.634	2.966849064	0.735	0.223	NA	Enterocyte	APOC3
KHK	0.816	1.526272297	0.632	1.526272297	0.739	0.261	NA	Enterocyte	KHK
APOA1	0.815	3.18465998	0.63	3.18465998	0.742	0.255	NA	Enterocyte	APOA1
RHOC	0.815	0.811729684	0.63	0.811729684	0.903	0.776	NA	Enterocyte	RHOC
FABP6	0.814	2.520962441	0.628	2.520962441	0.753	0.247	NA	Enterocyte	FABP6
CYP3A4	0.814	1.778517985	0.628	1.778517985	0.679	0.105	NA	Enterocyte	CYP3A4
CRIP1	0.814	1.35060395	0.628	1.35060395	0.86	0.672	NA	Enterocyte	CRIP1
SLC6A19	0.814	1.152918937	0.628	1.152918937	0.667	0.076	NA	Enterocyte	SLC6A19
CDHR2	0.814	1.10511072	0.628	1.10511072	0.712	0.172	NA	Enterocyte	CDHR2
SULT1A2	0.814	0.979218263	0.628	0.979218263	0.698	0.142	NA	Enterocyte	SULT1A2
TMEM37	0.812	0.976727384	0.624	0.976727384	0.734	0.258	NA	Enterocyte	TMEM37
EDF1	0.812	0.668885285	0.624	0.668885285	0.993	0.989	NA	Enterocyte	EDF1
GLRX	0.808	1.060495454	0.616	1.060495454	0.799	0.505	NA	Enterocyte	GLRX
SERPINA1	0.804	2.048019464	0.608	2.048019464	0.774	0.464	NA	Enterocyte	SERPINA1
CD74	0.804	1.751592276	0.608	1.751592276	0.831	0.713	NA	Enterocyte	CD74
APOA4	0.799	2.955882872	0.598	2.955882872	0.694	0.204	NA	Enterocyte	APOA4
MT-ND5	0.799	0.615779142	0.598	0.615779142	1	0.998	NA	Enterocyte	MT-ND5
MYO1A	0.798	0.883460736	0.596	0.883460736	0.8	0.507	NA	Enterocyte	MYO1A
SLC7A9	0.796	1.190203765	0.592	1.190203765	0.639	0.085	NA	Enterocyte	SLC7A9
NAALADL1	0.796	1.054387249	0.592	1.054387249	0.646	0.09	NA	Enterocyte	NAALADL1
ESPN	0.796	0.850722722	0.592	0.850722722	0.732	0.305	NA	Enterocyte	ESPN
FTL	0.795	1.106808331	0.59	1.106808331	0.998	0.996	NA	Enterocyte	FTL
KRT20	0.794	0.880495153	0.588	0.880495153	0.856	0.481	NA	Enterocyte	KRT20
VAMP8	0.794	0.655576452	0.588	0.655576452	0.939	0.905	NA	Enterocyte	VAMP8
DGAT1	0.793	0.871504491	0.586	0.871504491	0.808	0.551	NA	Enterocyte	DGAT1
TCN2	0.791	0.982206742	0.582	0.982206742	0.671	0.189	NA	Enterocyte	TCN2
SLC22A18	0.791	0.787625269	0.582	0.787625269	0.823	0.602	NA	Enterocyte	SLC22A18
REEP6	0.789	1.105922355	0.578	1.105922355	0.703	0.262	NA	Enterocyte	REEP6
C11orf86	0.788	0.994238107	0.576	0.994238107	0.621	0.068	NA	Enterocyte	C11orf86
SLC5A1	0.787	1.107271621	0.574	1.107271621	0.694	0.27	NA	Enterocyte	SLC5A1
C2orf88	0.787	0.873197646	0.574	0.873197646	0.728	0.318	NA	Enterocyte	C2orf88
SAT2	0.786	1.03449846	0.572	1.03449846	0.794	0.61	NA	Enterocyte	SAT2
CYBRD1	0.784	1.107961947	0.568	1.107961947	0.643	0.138	NA	Enterocyte	CYBRD1
SLC9A3R1	0.784	0.835116469	0.568	0.835116469	0.74	0.392	NA	Enterocyte	SLC9A3R1
DNASE1	0.783	1.045022622	0.566	1.045022622	0.675	0.226	NA	Enterocyte	DNASE1
TM4SF20	0.781	1.128045261	0.562	1.128045261	0.627	0.111	NA	Enterocyte	TM4SF20
GPX4	0.78	0.94999289	0.56	0.94999289	0.918	0.889	NA	Enterocyte	GPX4
LGALS2	0.779	0.835369935	0.558	0.835369935	0.921	0.738	NA	Enterocyte	LGALS2
MS4A8	0.778	0.962773283	0.556	0.962773283	0.683	0.25	NA	Enterocyte	MS4A8
FUOM	0.778	0.941763908	0.556	0.941763908	0.709	0.322	NA	Enterocyte	FUOM
RARRES3	0.778	0.905997156	0.556	0.905997156	0.686	0.245	NA	Enterocyte	RARRES3
ARL4A	0.778	0.838280521	0.556	0.838280521	0.768	0.483	NA	Enterocyte	ARL4A
LDHA	0.778	0.817358076	0.556	0.817358076	0.926	0.856	NA	Enterocyte	LDHA
DEFA5	0.778	0.371664642	0.556	0.371664642	0.737	0.217	NA	Enterocyte	DEFA5
TMBIM6	0.777	0.562650745	0.554	0.562650745	0.973	0.968	NA	Enterocyte	TMBIM6
XPNPEP2	0.776	0.964237821	0.552	0.964237821	0.598	0.075	NA	Enterocyte	XPNPEP2
ABHD11-AS1	0.776	0.779870657	0.552	0.779870657	0.686	0.262	NA	Enterocyte	ABHD11-AS1
HLA-C	0.776	0.664905304	0.552	0.664905304	0.984	0.985	NA	Enterocyte	HLA-C
GSTA1	0.775	1.514720409	0.55	1.514720409	0.736	0.389	NA	Enterocyte	GSTA1
PCK2	0.775	0.922101969	0.55	0.922101969	0.748	0.475	NA	Enterocyte	PCK2
ASS1	0.775	0.722727718	0.55	0.722727718	0.819	0.6	NA	Enterocyte	ASS1
EZR	0.774	0.684238871	0.548	0.684238871	0.853	0.742	NA	Enterocyte	EZR
PTGR1	0.771	1.002720067	0.542	1.002720067	0.759	0.46	NA	Enterocyte	PTGR1
CBR1	0.77	0.935718469	0.54	0.935718469	0.807	0.653	NA	Enterocyte	CBR1
C19orf33	0.77	0.564441408	0.54	0.564441408	0.984	0.943	NA	Enterocyte	C19orf33
BLOC1S1	0.769	0.500242874	0.538	0.500242874	0.963	0.942	NA	Enterocyte	BLOC1S1
BIRC3	0.767	1.206850585	0.534	1.206850585	0.667	0.263	NA	Enterocyte	BIRC3
ENPEP	0.767	1.041834829	0.534	1.041834829	0.624	0.153	NA	Enterocyte	ENPEP
TMEM220	0.767	0.928154506	0.534	0.928154506	0.659	0.267	NA	Enterocyte	TMEM220
TMEM176A	0.767	0.683183728	0.534	0.683183728	0.907	0.822	NA	Enterocyte	TMEM176A
IFI27	0.767	0.662525355	0.534	0.662525355	0.981	0.968	NA	Enterocyte	IFI27
MGAM	0.766	1.005054174	0.532	1.005054174	0.575	0.065	NA	Enterocyte	MGAM
CYB5A	0.766	0.83164749	0.532	0.83164749	0.907	0.873	NA	Enterocyte	CYB5A
SLC26A3	0.765	1.491734505	0.53	1.491734505	0.666	0.254	NA	Enterocyte	SLC26A3
SLC15A1	0.765	0.933136843	0.53	0.933136843	0.565	0.056	NA	Enterocyte	SLC15A1
MTTP	0.764	1.029303938	0.528	1.029303938	0.593	0.099	NA	Enterocyte	MTTP
PMP22	0.762	0.991271578	0.524	0.991271578	0.589	0.111	NA	Enterocyte	PMP22
CNDP2	0.762	0.754732921	0.524	0.754732921	0.773	0.583	NA	Enterocyte	CNDP2
PEPD	0.761	1.041268913	0.522	1.041268913	0.664	0.302	NA	Enterocyte	PEPD
REG1B	0.76	1.868157918	0.52	1.868157918	0.626	0.16	NA	Enterocyte	REG1B
HEBP1	0.76	0.868057699	0.52	0.868057699	0.747	0.519	NA	Enterocyte	HEBP1
CREB3L3	0.757	0.911255832	0.514	0.911255832	0.556	0.066	NA	Enterocyte	CREB3L3
HPGD	0.757	0.835358386	0.514	0.835358386	0.701	0.373	NA	Enterocyte	HPGD
AKR7A3	0.756	0.936087822	0.512	0.936087822	0.775	0.606	NA	Enterocyte	AKR7A3
FAM3B	0.753	0.872958818	0.506	0.872958818	0.671	0.22	NA	Enterocyte	FAM3B
SLC39A5	0.753	0.68613065	0.506	0.68613065	0.831	0.717	NA	Enterocyte	SLC39A5
CFDP1	0.752	0.643595457	0.504	0.643595457	0.811	0.68	NA	Enterocyte	CFDP1
FBP1	0.75	1.05228305	0.5	1.05228305	0.72	0.535	NA	Enterocyte	FBP1
SDCBP2	0.749	0.648919411	0.498	0.648919411	0.754	0.434	NA	Enterocyte	SDCBP2
ATOX1	0.749	0.648585308	0.498	0.648585308	0.83	0.752	NA	Enterocyte	ATOX1
ACAA1	0.748	0.658665284	0.496	0.658665284	0.728	0.501	NA	Enterocyte	ACAA1
HLA-DRB5	0.746	1.082473815	0.492	1.082473815	0.575	0.148	NA	Enterocyte	HLA-DRB5
ISG15	0.745	0.908239109	0.49	0.908239109	0.655	0.283	NA	Enterocyte	ISG15
DHRS7	0.745	0.877061442	0.49	0.877061442	0.74	0.582	NA	Enterocyte	DHRS7
UBC	0.745	0.515522485	0.49	0.515522485	0.975	0.966	NA	Enterocyte	UBC
AADAC	0.744	0.856212671	0.488	0.856212671	0.55	0.093	NA	Enterocyte	AADAC
MYL12B	0.744	0.494256287	0.488	0.494256287	0.959	0.952	NA	Enterocyte	MYL12B
OAT	0.742	0.968488616	0.484	0.968488616	0.749	0.544	NA	Enterocyte	OAT
GDA	0.742	0.711246268	0.484	0.711246268	0.57	0.142	NA	Enterocyte	GDA
SEMA3B	0.741	0.695914528	0.482	0.695914528	0.613	0.236	NA	Enterocyte	SEMA3B
MPST	0.741	0.500108733	0.482	0.500108733	0.948	0.926	NA	Enterocyte	MPST
SI	0.74	1.11258618	0.48	1.11258618	0.67	0.34	NA	Enterocyte	SI
HLA-DQB1	0.737	0.80647346	0.474	0.80647346	0.558	0.145	NA	Enterocyte	HLA-DQB1
CYP2D6	0.736	0.925085944	0.472	0.925085944	0.505	0.046	NA	Enterocyte	CYP2D6
MME	0.736	0.796783325	0.472	0.796783325	0.528	0.085	NA	Enterocyte	MME
TMEM120A	0.736	0.662366688	0.472	0.662366688	0.668	0.394	NA	Enterocyte	TMEM120A
CLDN3	0.735	0.451724068	0.47	0.451724068	0.991	0.988	NA	Enterocyte	CLDN3
ALPI	0.734	0.727741847	0.468	0.727741847	0.514	0.073	NA	Enterocyte	ALPI
TM4SF5	0.733	0.819143352	0.466	0.819143352	0.668	0.398	NA	Enterocyte	TM4SF5
BLVRB	0.732	0.678763255	0.464	0.678763255	0.823	0.77	NA	Enterocyte	BLVRB
SAT1	0.732	0.442123028	0.464	0.442123028	0.977	0.966	NA	Enterocyte	SAT1
CPO	0.731	0.778447036	0.462	0.778447036	0.487	0.034	NA	Enterocyte	CPO
S100A14	0.731	0.486384539	0.462	0.486384539	0.953	0.927	NA	Enterocyte	S100A14
SMPDL3A	0.73	0.740936043	0.46	0.740936043	0.656	0.381	NA	Enterocyte	SMPDL3A
PDK4	0.729	0.95437562	0.458	0.95437562	0.621	0.302	NA	Enterocyte	PDK4
SLC7A7	0.728	0.856275276	0.456	0.856275276	0.491	0.052	NA	Enterocyte	SLC7A7
FCGRT	0.726	0.523254307	0.452	0.523254307	0.949	0.921	NA	Enterocyte	FCGRT
CLDN4	0.726	0.46031758	0.452	0.46031758	0.979	0.979	NA	Enterocyte	CLDN4
SLC10A2	0.725	0.778602582	0.45	0.778602582	0.5	0.066	NA	Enterocyte	SLC10A2
FAM132A	0.724	0.613799092	0.448	0.613799092	0.525	0.123	NA	Enterocyte	FAM132A
CDKN1A	0.723	0.629164306	0.446	0.629164306	0.696	0.456	NA	Enterocyte	CDKN1A
CIDEB	0.722	0.701995837	0.444	0.701995837	0.499	0.087	NA	Enterocyte	CIDEB
PDZK1	0.722	0.653098225	0.444	0.653098225	0.486	0.059	NA	Enterocyte	PDZK1
TDP2	0.722	0.607643778	0.444	0.607643778	0.782	0.664	NA	Enterocyte	TDP2
DHRS11	0.722	0.552994196	0.444	0.552994196	0.773	0.621	NA	Enterocyte	DHRS11
KRT8	0.721	0.488625556	0.442	0.488625556	0.999	0.997	NA	Enterocyte	KRT8
MUC17	0.72	0.716325022	0.44	0.716325022	0.515	0.116	NA	Enterocyte	MUC17
MIR194-2HG	0.72	0.624674901	0.44	0.624674901	0.633	0.332	NA	Enterocyte	MIR194-2HG
CHP2	0.72	0.508552449	0.44	0.508552449	0.833	0.708	NA	Enterocyte	CHP2
MS4A10	0.719	0.731983265	0.438	0.731983265	0.467	0.04	NA	Enterocyte	MS4A10
AQP3	0.719	0.716281809	0.438	0.716281809	0.507	0.099	NA	Enterocyte	AQP3
NAPRT	0.717	0.558242785	0.434	0.558242785	0.794	0.693	NA	Enterocyte	NAPRT
SLC5A12	0.714	0.670606357	0.428	0.670606357	0.461	0.042	NA	Enterocyte	SLC5A12
HSD17B11	0.714	0.643629535	0.428	0.643629535	0.857	0.822	NA	Enterocyte	HSD17B11
ANXA4	0.714	0.545501138	0.428	0.545501138	0.799	0.722	NA	Enterocyte	ANXA4
MAF	0.713	0.705264771	0.426	0.705264771	0.475	0.07	NA	Enterocyte	MAF
CLDN15	0.713	0.684215109	0.426	0.684215109	0.675	0.45	NA	Enterocyte	CLDN15
ZFP36	0.713	0.530396021	0.426	0.530396021	0.887	0.851	NA	Enterocyte	ZFP36
PBLD	0.712	0.593309603	0.424	0.593309603	0.658	0.428	NA	Enterocyte	PBLD
ACE2	0.711	0.704528692	0.422	0.704528692	0.484	0.096	NA	Enterocyte	ACE2
AKR1A1	0.711	0.630029575	0.422	0.630029575	0.8	0.782	NA	Enterocyte	AKR1A1
HHLA2	0.711	0.613950697	0.422	0.613950697	0.513	0.146	NA	Enterocyte	HHLA2
PLAC8	0.71	0.868907681	0.42	0.868907681	0.718	0.462	NA	Enterocyte	PLAC8
SLC6A8	0.71	0.731857035	0.42	0.731857035	0.546	0.204	NA	Enterocyte	SLC6A8
MT-ND2	0.71	0.566651389	0.42	0.566651389	1	1	NA	Enterocyte	MT-ND2
CMBL	0.709	0.583240301	0.418	0.583240301	0.772	0.712	NA	Enterocyte	CMBL
PSME2	0.709	0.531319041	0.418	0.531319041	0.889	0.828	NA	Enterocyte	PSME2
HSD17B2	0.707	0.637392858	0.414	0.637392858	0.611	0.346	NA	Enterocyte	HSD17B2
MDK	0.707	0.618626688	0.414	0.618626688	0.795	0.608	NA	Enterocyte	MDK
SCIN	0.707	0.566314281	0.414	0.566314281	0.593	0.27	NA	Enterocyte	SCIN
MVP	0.707	0.481460838	0.414	0.481460838	0.813	0.747	NA	Enterocyte	MVP
TMEM176B	0.707	0.447320592	0.414	0.447320592	0.886	0.856	NA	Enterocyte	TMEM176B
GUK1	0.707	0.41318431	0.414	0.41318431	0.91	0.904	NA	Enterocyte	GUK1
LGALS3BP	0.706	0.42506598	0.412	0.42506598	0.934	0.904	NA	Enterocyte	LGALS3BP
NR1H4	0.705	0.63161785	0.41	0.63161785	0.512	0.143	NA	Enterocyte	NR1H4
RTN4	0.705	0.585241521	0.41	0.585241521	0.833	0.835	NA	Enterocyte	RTN4
FBXW5	0.705	0.488948302	0.41	0.488948302	0.755	0.664	NA	Enterocyte	FBXW5
SLC51A	0.704	0.624888962	0.408	0.624888962	0.462	0.075	NA	Enterocyte	SLC51A
MYH14	0.704	0.540580083	0.408	0.540580083	0.732	0.608	NA	Enterocyte	MYH14
SPINT1	0.704	0.46695955	0.408	0.46695955	0.81	0.767	NA	Enterocyte	SPINT1
LEAP2	0.701	0.662289348	0.402	0.662289348	0.461	0.088	NA	Enterocyte	LEAP2
CD68	0.701	0.61729811	0.402	0.61729811	0.539	0.225	NA	Enterocyte	CD68
TFF3	0.992	3.141739637	0.984	3.141739637	1	0.995	NA	Goblet	TFF3
FCGBP	0.974	2.944355882	0.948	2.944355882	0.994	0.725	NA	Goblet	FCGBP
KLK11	0.944	2.131519655	0.888	2.131519655	0.955	0.42	NA	Goblet	KLK1
LRRC26	0.913	1.368370477	0.826	1.368370477	0.877	0.159	NA	Goblet	LRRC26
ST6GALNAC11	0.909	1.303026585	0.818	1.303026585	0.926	0.477	NA	Goblet	ST6GALNAC1
ITLN1	0.898	2.293642383	0.796	2.293642383	0.843	0.151	NA	Goblet	ITLN1
REP15	0.884	1.25859502	0.768	1.25859502	0.803	0.078	NA	Goblet	REP15
AGR21	0.878	1.361098549	0.756	1.361098549	0.992	0.905	NA	Goblet	AGR2
SH3BGRL3	0.863	0.958611745	0.726	0.958611745	0.992	0.873	NA	Goblet	SH3BGRL3
RNASE11	0.857	1.285584817	0.714	1.285584817	0.89	0.497	NA	Goblet	RNASE1
CLCA1	0.853	2.763007279	0.706	2.763007279	0.81	0.331	NA	Goblet	CLCA1
HEPACAM2	0.853	1.082043399	0.706	1.082043399	0.802	0.153	NA	Goblet	HEPACAM2
NPDC11	0.831	1.026169747	0.662	1.026169747	0.829	0.354	NA	Goblet	NPDC1
ATOH1	0.819	0.94513795	0.638	0.94513795	0.667	0.052	NA	Goblet	ATOH1
SPINK4	0.818	2.803759058	0.636	2.803759058	0.853	0.603	NA	Goblet	SPINK4
CREB3L11	0.808	0.823387011	0.616	0.823387011	0.77	0.31	NA	Goblet	CREB3L1
SMIM14	0.793	0.785797094	0.586	0.785797094	0.861	0.538	NA	Goblet	SMIM14
TPSG1	0.788	0.874848671	0.576	0.874848671	0.605	0.047	NA	Goblet	TPSG1
GSN	0.787	1.33772723	0.574	1.33772723	0.809	0.402	NA	Goblet	GSN
TSPAN13	0.782	0.724173842	0.564	0.724173842	0.836	0.536	NA	Goblet	TSPAN13
KLF4	0.782	0.701568234	0.564	0.701568234	0.933	0.702	NA	Goblet	KLF4
STARD101	0.779	0.629519305	0.558	0.629519305	0.933	0.65	NA	Goblet	STARD10
SPDEF	0.777	0.751622036	0.554	0.751622036	0.633	0.146	NA	Goblet	SPDEF
SLC12A21	0.777	0.74400381	0.554	0.74400381	0.855	0.499	NA	Goblet	SLC12A2
C12orf571	0.776	0.631854674	0.552	0.631854674	0.913	0.705	NA	Goblet	C12orf57
WFDC21	0.775	1.841396045	0.55	1.841396045	0.735	0.331	NA	Goblet	WFDC2
RPL361	0.771	0.539953215	0.542	0.539953215	0.998	0.999	NA	Goblet	RPL36
RPL381	0.766	0.446309273	0.532	0.446309273	0.994	0.995	NA	Goblet	RPL38
SPINK1	0.762	0.727396394	0.524	0.727396394	0.98	0.918	NA	Goblet	SPINK1
SELK	0.758	0.680399655	0.516	0.680399655	0.887	0.696	NA	Goblet	SELK
XBP1	0.757	0.637691147	0.514	0.637691147	0.879	0.672	NA	Goblet	XBP1
BCAS1	0.755	0.847288925	0.51	0.847288925	0.682	0.277	NA	Goblet	BCAS1
RAB27A	0.749	0.742350119	0.498	0.742350119	0.595	0.164	NA	Goblet	RAB27A
RPS121	0.745	0.507556097	0.49	0.507556097	0.997	0.999	NA	Goblet	RPS12
RPS291	0.745	0.426423377	0.49	0.426423377	1	1	NA	Goblet	RPS29
RPS111	0.744	0.485111755	0.488	0.485111755	0.987	0.984	NA	Goblet	RPS11
FOXA3	0.742	0.613913512	0.484	0.613913512	0.644	0.264	NA	Goblet	FOXA3
SERF2	0.741	0.342340169	0.482	0.342340169	1	0.999	NA	Goblet	SERF2
TPM1	0.737	0.600127989	0.474	0.600127989	0.972	0.913	NA	Goblet	TPM1
HPCAL1	0.733	0.596986105	0.466	0.596986105	0.706	0.39	NA	Goblet	HPCAL1
MLPH	0.732	0.618978423	0.464	0.618978423	0.57	0.167	NA	Goblet	MLPH
SELM	0.729	0.77205573	0.458	0.77205573	0.533	0.107	NA	Goblet	SELM
KRT18	0.727	0.436669889	0.454	0.436669889	0.997	0.984	NA	Goblet	KRT18
ZG16	0.723	3.20408776	0.446	3.20408776	0.908	0.853	NA	Goblet	ZG16
FAM3D1	0.723	0.548622279	0.446	0.548622279	0.966	0.843	NA	Goblet	FAM3D
GLUL1	0.723	0.537555354	0.446	0.537555354	0.756	0.448	NA	Goblet	GLUL
FRZB	0.722	0.656480491	0.444	0.656480491	0.463	0.027	NA	Goblet	FRZB
KIAA13241	0.716	0.513430048	0.432	0.513430048	0.654	0.32	NA	Goblet	KIAA1324
RPLP21	0.715	0.351258175	0.43	0.351258175	0.997	1	NA	Goblet	RPLP2
BEST2	0.714	0.658402148	0.428	0.658402148	0.446	0.026	NA	Goblet	BEST2
MUC11	0.712	0.655008211	0.424	0.655008211	0.763	0.448	NA	Goblet	MUC1
RP11-234B24.2	0.71	0.565142445	0.42	0.565142445	0.473	0.076	NA	Goblet	RP11-234B24.2
RAP1GAP	0.71	0.499150713	0.42	0.499150713	0.464	0.059	NA	Goblet	RAP1GAP
ERGIC1	0.709	0.489008785	0.418	0.489008785	0.726	0.484	NA	Goblet	ERGIC1
RPL27A1	0.709	0.334190433	0.418	0.334190433	0.999	1	NA	Goblet	RPL27A
REG4	0.707	1.910016852	0.414	1.910016852	0.567	0.23	NA	Goblet	REG4
RASD1	0.707	0.653134691	0.414	0.653134691	0.521	0.153	NA	Goblet	RASD1
SCNN1A	0.707	0.538566579	0.414	0.538566579	0.58	0.221	NA	Goblet	SCNN1A
FOSB	0.707	0.511046315	0.414	0.511046315	0.902	0.805	NA	Goblet	FOSB
RPL101	0.706	0.361119915	0.412	0.361119915	1	0.999	NA	Goblet	RPL10
MB	0.703	0.557561268	0.406	0.557561268	0.435	0.043	NA	Goblet	MB
RPS271	0.701	0.329572195	0.402	0.329572195	1	1	NA	Goblet	RPS27
SPIB	0.973	1.803902653	0.946	1.803902653	0.963	0.073	NA	Paneth-like	SPIB
CA7	0.965	3.050454845	0.93	3.050454845	0.949	0.154	NA	Paneth-like	CA7
FKBP1A	0.939	1.37843083	0.878	1.37843083	0.979	0.736	NA	Paneth-like	FKBP1A
CA4	0.909	2.38583485	0.818	2.38583485	0.9	0.245	NA	Paneth-like	CA4
BEST4	0.903	2.194680696	0.806	2.194680696	0.818	0.034	NA	Paneth-like	BEST4
HSPB1	0.899	1.341108046	0.798	1.341108046	0.967	0.507	NA	Paneth-like	HSPB1
TMSB10	0.888	0.883082758	0.776	0.883082758	1	1	NA	Paneth-like	TMSB10
HES4	0.881	0.964301271	0.762	0.964301271	0.809	0.093	NA	Paneth-like	HES4
NBPF14	0.869	0.843546466	0.738	0.843546466	0.797	0.127	NA	Paneth-like	NBPF14
CTSE	0.867	1.006878019	0.734	1.006878019	0.773	0.061	NA	Paneth-like	CTSE
ITM2C	0.862	0.88823699	0.724	0.88823699	0.999	0.926	NA	Paneth-like	ITM2C
NBPF19	0.85	0.707771752	0.7	0.707771752	0.746	0.073	NA	Paneth-like	NBPF19
HEPACAM21	0.846	0.864898027	0.692	0.864898027	0.855	0.209	NA	Paneth-like	HEPACAM2
NEURL1	0.846	0.775949439	0.692	0.775949439	0.775	0.116	NA	Paneth-like	NEURL1
CEACAM6	0.842	1.076544876	0.684	1.076544876	0.821	0.183	NA	Paneth-like	CEACAM6
GMNN	0.838	0.958116791	0.676	0.958116791	0.823	0.318	NA	Paneth-like	GMNN
LYPD8	0.833	1.567855351	0.666	1.567855351	0.802	0.238	NA	Paneth-like	LYPD8
CEACAM5	0.832	0.898306514	0.664	0.898306514	0.925	0.483	NA	Paneth-like	CEACAM5
S100A10	0.83	0.667500741	0.66	0.667500741	1	0.991	NA	Paneth-like	S100A10
LYZ	0.824	1.352690875	0.648	1.352690875	0.744	0.173	NA	Paneth-like	LYZ
OTOP2	0.823	1.650807145	0.646	1.650807145	0.663	0.031	NA	Paneth-like	OTOP2
ID1	0.815	0.970789243	0.63	0.970789243	0.963	0.797	NA	Paneth-like	ID1
HRCT1	0.807	0.861322649	0.614	0.861322649	0.787	0.28	NA	Paneth-like	HRCT1
NOTCH2	0.805	0.607849144	0.61	0.607849144	0.679	0.112	NA	Paneth-like	NOTCH2
